fund_code,fund_name,period_end,report_type,report_send_date,official_upload_date,instance_id,official_pdf_url,source_kind,crosscheck_url,holder_table_page,source_page_numbers,total_shares,comparable_institution_shares,individual_shares,feeder_shares,identified_national_team_shares,identified_national_team_account_count,national_team_status
159915,易方达创业板ETF,2023-12-31,annual,2024-03-29,2024-03-29,1050711,https://cdn.efunds.com.cn/owch/data/bulletin/20240329/%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912023%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.efunds.com.cn/c/717/717058.shtml,68,68;70,22148123559,7255955697,10900678729,3991489133,600275945.00,1,lower_bound
159919,嘉实沪深300ETF,2023-12-31,annual,2024-03-28,2024-03-28,1049008,https://www.jsfund.cn/plat_files/upload/product_ann/20240327/202403271711528509672/%E5%98%89%E5%AE%9E%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912023%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=7363674e41353345434b6b3d,78,78;79,11594916676,7532511739,1577059447,2485345490,3310241861.00,2,lower_bound
510300,华泰柏瑞沪深300ETF,2023-12-31,annual,2024-03-30,2024-03-30,1060831,https://www.huatai-pb.com/upload/pdf/1711725102543-htbrhs300jyxkfszszqtzjj2023nndbg.pdf,manager_official_pdf,https://www.huatai-pb.com/news/information/fundReport/index.html,100,100;101,37444087690,24242259512,12468601813,733226365,6247371001.00,1,lower_bound
510310,易方达沪深300ETF,2023-12-31,annual,2024-03-29,2024-03-29,1052166,https://cdn.efunds.com.cn/owch/data/bulletin/20240329/%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912023%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.efunds.com.cn/c/716/716834.shtml,87,87;89,29141215244,17830868371,3587678235,7722668638,6568257702.00,2,lower_bound
510330,华夏沪深300ETF,2023-12-31,annual,2024-03-28,2024-03-27,1048866,http://eid.csrc.gov.cn/fund/disclose/instance_show_pdf_id.do?instanceid=1048866,csrc_official_pdf,"https://fund.eastmoney.com/gonggao/510330,AN202403271628305569.html",89,89;91,10742649828,7288087745,714470792,2740091291,2893029852.00,1,lower_bound
159915,易方达创业板ETF,2024-06-30,interim,2024-08-30,2024-08-30,1149891,https://cdn.efunds.com.cn/owch/data/bulletin/20240830/%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912024%E5%B9%B4%E4%B8%AD%E6%9C%9F%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.efunds.com.cn/c/737/737138.shtml,51,51;52,31248123559,16181302160,10880152566,4186668833,11963238886.00,2,lower_bound
159919,嘉实沪深300ETF,2024-06-30,interim,2024-08-30,2024-08-30,1150859,https://www.jsfund.cn/plat_files/upload/product_ann/20240829/202408291724923860603/%E5%98%89%E5%AE%9E%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912024%E5%B9%B4%E4%B8%AD%E6%9C%9F%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=4a78704a4e6443737671513d,47,47;48;49,28667016676,24674244820,1586490366,2406281490,20357270712.00,2,lower_bound
510300,华泰柏瑞沪深300ETF,2024-06-30,interim,2024-08-31,2024-08-31,1152538,https://www.huatai-pb.com/upload/pdf/1725067679843-htbrhs300jyxkfszszqtzjj2024nzqbg.pdf,manager_official_pdf,https://www.huatai-pb.com/news/information/fundReport/index.html,62,62;63,60739687690,48227206034,11869137591,643344065,36382640359.00,2,lower_bound
510310,易方达沪深300ETF,2024-06-30,interim,2024-08-30,2024-08-30,1149492,https://cdn.efunds.com.cn/owch/data/bulletin/20240830/%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912024%E5%B9%B4%E4%B8%AD%E6%9C%9F%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.efunds.com.cn/c/736/736933.shtml,60,60;62,82425215244,70548802956,4054105588,7822306700,55801715791.00,3,lower_bound
510330,华夏沪深300ETF,2024-06-30,interim,2024-08-30,2024-08-29,1144367,http://eid.csrc.gov.cn/fund/disclose/instance_show_pdf_id.do?instanceid=1144367,csrc_official_pdf,"https://fund.eastmoney.com/gonggao/510330,AN202408291639571078.html",55,55;56,27828249828,24315731684,719851048,2792667096,21109327372.00,2,lower_bound
159915,易方达创业板ETF,2024-12-31,annual,2025-03-31,2025-03-31,1249334,https://cdn.efunds.com.cn/owch/data/bulletin/20250331/%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912024%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.efunds.com.cn/c/760/760391.shtml,62,62;63,43572123559,20204378496,18612049533,4755695530,14931797206.00,2,lower_bound
159919,嘉实沪深300ETF,2024-12-31,annual,2025-03-28,2025-03-28,1250628,https://www.jsfund.cn/plat_files/upload/product_ann/20250327/202503271743068384699/%E5%98%89%E5%AE%9E%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912024%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=764d4335526d76454f4a633d,62,62;63,37903716676,34068971480,2038607876,1796137320,29841489578.00,2,lower_bound
510300,华泰柏瑞沪深300ETF,2024-12-31,annual,2025-03-31,2025-03-31,1258867,https://www.huatai-pb.com/upload/pdf/1743340492201-htbrhs300jyxkfszszqtzjj2024nndbg.pdf,manager_official_pdf,https://www.huatai-pb.com/news/information/fundReport/index.html,70,70;72,89386687690,74243732479,14587732446,555222765,62275927203.00,2,lower_bound
510310,易方达沪深300ETF,2024-12-31,annual,2025-03-31,2025-03-31,1249586,https://cdn.efunds.com.cn/owch/data/bulletin/20250331/%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912024%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.efunds.com.cn/c/760/760321.shtml,71,71;72,64093388464,56424088265,2730537171,4938763028,47268249600.00,3,lower_bound
510330,华夏沪深300ETF,2024-12-31,annual,2025-03-31,2025-03-28,1250875,http://eid.csrc.gov.cn/fund/disclose/instance_show_pdf_id.do?instanceid=1250875,csrc_official_pdf,"https://fund.eastmoney.com/gonggao/510330,AN202503301649178567.html",64,64;65,39827949828,36254427224,731835708,2841686896,32583093795.00,2,lower_bound
159915,易方达创业板ETF,2025-06-30,interim,2025-08-30,2025-08-30,1350002,https://cdn.efunds.com.cn/owch/data/bulletin/20250830/%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912025%E5%B9%B4%E4%B8%AD%E6%9C%9F%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.efunds.com.cn/c/775/775026.shtml,48,48;50,40126123559,21927171429,13662299774,4536652356,17019784206.00,2,lower_bound
159919,嘉实沪深300ETF,2025-06-30,interim,2025-08-29,2025-08-29,1346731,https://www.jsfund.cn/plat_files/upload/product_ann/20250828/202508281756375704750/%E5%98%89%E5%AE%9E%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912025%E5%B9%B4%E4%B8%AD%E6%9C%9F%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=4653477937506f6f39456f3d,50,50;51;52,41240916676,38050527509,1432551847,1757837320,35498494985.00,2,lower_bound
510300,华泰柏瑞沪深300ETF,2025-06-30,interim,2025-08-30,2025-08-30,1350137,https://www.huatai-pb.com/upload/pdf/1756520741276-htbrhs300jyxkfszszqtzjj2025nzqbg.pdf,manager_official_pdf,https://www.huatai-pb.com/news/information/fundReport/index.html,57,57;58,94042387690,81914398281,11475993632,651995777,73513073833.00,2,lower_bound
510310,易方达沪深300ETF,2025-06-30,interim,2025-08-30,2025-08-30,1348945,https://cdn.efunds.com.cn/owch/data/bulletin/20250830/%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912025%E5%B9%B4%E4%B8%AD%E6%9C%9F%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.efunds.com.cn/c/774/774980.shtml,56,56;58,68424767476,61635996134,2196163723,4592607619,56148085529.00,3,lower_bound
510330,华夏沪深300ETF,2025-06-30,interim,2025-08-30,2025-08-29,1347599,http://eid.csrc.gov.cn/fund/disclose/instance_show_pdf_id.do?instanceid=1347599,csrc_official_pdf,"https://fund.eastmoney.com/gonggao/510330,AN202508291736527913.html",52,52;54,47965749828,44650317114,516853618,2798579096,42028022295.00,2,lower_bound
159915,易方达创业板ETF,2025-12-31,annual,2026-03-31,2026-03-31,1457759,https://cdn.efunds.com.cn/owch/data/bulletin/20260331/%E6%98%93%E6%96%B9%E8%BE%BE%E5%88%9B%E4%B8%9A%E6%9D%BF%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912025%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.efunds.com.cn/c/794/794326.shtml,63,63;65,31507123559,21748589310,6669194138,3089340111,17019784206.00,2,lower_bound
159919,嘉实沪深300ETF,2025-12-31,annual,2026-03-30,2026-03-30,1451235,https://www.jsfund.cn/plat_files/upload/product_ann/20260327/202603271774601606945/%E5%98%89%E5%AE%9E%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912025%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.jsfund.cn/main/fund/noticedetails.shtml?adId=71484c76647249546230413d,66,66;67,40818816676,38240545959,1044741797,1533528920,35498494985.00,2,lower_bound
510300,华泰柏瑞沪深300ETF,2025-12-31,annual,2026-03-31,2026-03-31,1462356,https://www.huatai-pb.com/upload/pdf/1774875903985-634-1kk48a1ehozb2.pdf,manager_official_pdf,https://www.huatai-pb.com/news/information/fundReport/index.html,75,75;76,88829587690,80189666631,7974868591,665052468,73513073833.00,2,lower_bound
510310,易方达沪深300ETF,2025-12-31,annual,2026-03-31,2026-03-31,1458149,https://cdn.efunds.com.cn/owch/data/bulletin/20260331/%E6%98%93%E6%96%B9%E8%BE%BE%E6%B2%AA%E6%B7%B1300%E4%BA%A4%E6%98%93%E5%9E%8B%E5%BC%80%E6%94%BE%E5%BC%8F%E6%8C%87%E6%95%B0%E5%8F%91%E8%B5%B7%E5%BC%8F%E8%AF%81%E5%88%B8%E6%8A%95%E8%B5%84%E5%9F%BA%E9%87%912025%E5%B9%B4%E5%B9%B4%E5%BA%A6%E6%8A%A5%E5%91%8A.pdf,manager_official_pdf,https://www.efunds.com.cn/c/794/794359.shtml,75,75;76,65934431663,60398415393,1614129382,3921886888,56148085529.00,3,lower_bound
510330,华夏沪深300ETF,2025-12-31,annual,2026-03-31,2026-03-30,1454602,http://eid.csrc.gov.cn/fund/disclose/instance_show_pdf_id.do?instanceid=1454602,csrc_official_pdf,"https://fund.eastmoney.com/gonggao/510330,AN202603301820866235.html",68,68;69,47424849828,44439455285,368803247,2616591296,42028022295.00,2,lower_bound
